Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,DayOfWeek,RushHour,VSW,VSW%,ComfortIndex,ComfortIndexScaled,ComfortAdd
2018-03-03,-0.0831578947368421,6,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,-65.4,-0.11,4.966000000000001,0.34,0.32
2018-03-03,0.0094736842105263,7,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,1.0,No Holiday,Yes,5,1,-77.0,-0.13,4.614400000000001,0.33,0.32
2018-03-03,0.1642105263157894,8,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,1.0,No Holiday,Yes,5,1,-98.4,-0.17,5.208100000000001,0.35,0.31
2018-03-03,0.1884210526315789,9,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,1.0,No Holiday,Yes,5,1,-122.39999999999999,-0.21,6.9355,0.4,0.3
2018-03-03,0.2147368421052631,10,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,1.0,No Holiday,Yes,5,0,-124.0,-0.21,8.8741,0.47,0.28
2018-03-03,0.2957894736842105,11,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,1.0,No Holiday,Yes,5,0,-141.9,-0.24,10.8808,0.53,0.26
2018-03-03,0.4789473684210526,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,1.0,No Holiday,Yes,5,0,-169.2,-0.29,12.4556,0.58,0.24
2018-03-03,0.6536842105263158,13,12.2,14,1.6,1896,-14.5,2.75,0.0,0.0,1.0,No Holiday,Yes,5,0,-188.5,-0.32,13.2879,0.61,0.22
2018-03-03,0.9210526315789472,14,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,1.0,No Holiday,Yes,5,0,-179.20000000000002,-0.31,14.4473,0.64,0.21
2018-03-03,1.1452631578947368,15,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,1.0,No Holiday,Yes,5,0,-172.5,-0.3,15.2905,0.67,0.21
2018-03-03,1.194736842105263,16,15.8,15,2.6,1867,-10.8,1.7,0.0,0.0,1.0,No Holiday,Yes,5,0,-172.8,-0.3,15.19225,0.67,0.21
2018-03-03,1.1021052631578947,17,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,1.0,No Holiday,Yes,5,1,-110.5,-0.19,14.7855,0.65,0.26
2018-03-03,0.8105263157894737,18,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,1.0,No Holiday,Yes,5,1,-95.39999999999999,-0.16,14.1442,0.63,0.27
2018-03-03,0.5052631578947369,19,12.7,32,2.3,2000,-3.6,0.01,0.0,0.0,1.0,No Holiday,Yes,5,1,-68.4,-0.12,13.373199999999999,0.61,0.29
2018-03-03,0.5063157894736842,20,11.1,51,3.7,1957,1.3,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,26.0,0.04,12.0163,0.56,0.35
2018-03-03,0.4610526315789474,21,10.3,52,2.2,1843,0.8,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,16.8,0.03,11.408800000000001,0.55,0.35
2018-03-03,0.3852631578947368,22,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,0.0,0.0,11.40615,0.55,0.34
2018-03-03,0.0684210526315789,23,9.4,74,1.6,559,4.9,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,112.7,0.19,10.1293,0.5,0.39
2018-03-04,0.011578947368421,0,8.5,87,0.9,303,6.4,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,0.0,0.0,8.929,0.47,0.34
2018-03-04,-0.0336842105263157,1,8.3,91,0.1,282,6.9,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,6.9,0.01,8.606900000000001,0.46,0.34
2018-03-04,-0.0578947368421052,2,8.3,95,0.3,243,7.5,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,15.0,0.03,8.470500000000001,0.45,0.34
2018-03-04,-0.0631578947368421,3,8.5,96,0.4,238,7.8,0.0,0.1,0.0,1.0,No Holiday,Yes,6,0,23.4,0.04,8.632,0.46,0.35
2018-03-04,-0.1221052631578947,4,8.8,95,0.2,218,8.0,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,32.0,0.05,8.956750000000001,0.47,0.35
2018-03-04,-0.1421052631578947,5,8.8,96,1.2,196,8.1,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,40.5,0.07,8.925400000000002,0.47,0.35
2018-03-04,-0.1368421052631579,6,8.6,96,0.7,224,7.9,0.0,0.2,0.0,1.0,No Holiday,Yes,6,0,47.400000000000006,0.08,8.7298,0.46,0.36
2018-03-04,-0.1336842105263158,7,8.4,97,2.6,122,7.9,0.0,0.0,0.0,1.0,No Holiday,Yes,6,1,55.300000000000004,0.1,8.50065,0.45,0.36
2018-03-04,-0.0842105263157894,8,8.3,97,0.6,152,7.8,0.01,0.0,0.0,1.0,No Holiday,Yes,6,1,62.4,0.11,8.4023,0.45,0.36
2018-03-04,0.0073684210526315,9,8.8,97,1.3,196,8.3,0.2,0.2,0.0,1.0,No Holiday,Yes,6,1,74.7,0.13,8.89405,0.47,0.37
2018-03-04,0.0936842105263157,10,9.8,90,0.8,335,8.2,0.64,0.0,0.0,1.0,No Holiday,Yes,6,0,82.0,0.14,10.0585,0.5,0.38
2018-03-04,0.1294736842105263,11,10.1,88,0.7,453,8.1,0.34,0.0,0.0,1.0,No Holiday,Yes,6,0,89.1,0.15,10.3904,0.51,0.38
2018-03-04,0.2189473684210526,12,10.7,85,0.9,393,8.2,0.52,0.0,0.0,1.0,No Holiday,Yes,6,0,98.39999999999999,0.17,11.013499999999999,0.53,0.39
2018-03-04,0.2936842105263157,13,10.8,84,1.2,400,8.1,0.44,0.0,0.0,1.0,No Holiday,Yes,6,0,105.3,0.18,11.1256,0.54,0.39
2018-03-04,0.3421052631578947,14,11.2,83,1.1,518,8.4,0.45,0.0,0.0,1.0,No Holiday,Yes,6,0,117.60000000000001,0.2,11.50855,0.55,0.4
2018-03-04,0.3347368421052631,15,11.7,81,1.2,616,8.5,0.53,0.0,0.0,1.0,No Holiday,Yes,6,0,127.5,0.22,11.9926,0.56,0.41
2018-03-04,0.2589473684210526,16,11.7,82,1.1,753,8.7,0.32,0.0,0.0,1.0,No Holiday,Yes,6,0,139.2,0.24,11.9772,0.56,0.42
2018-03-04,0.36,17,11.8,82,1.7,990,8.8,0.4,0.0,0.0,1.0,No Holiday,Yes,6,1,149.60000000000002,0.26,12.067300000000001,0.57,0.42
2018-03-04,0.3010526315789473,18,11.5,81,1.5,1475,8.3,0.07,0.0,0.0,1.0,No Holiday,Yes,6,1,149.4,0.26,11.8135,0.56,0.42
2018-03-04,0.1463157894736842,19,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,1.0,No Holiday,Yes,6,1,152.0,0.26,11.544849999999999,0.55,0.42
2018-03-04,-0.1305263157894736,20,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,158.0,0.27,11.652000000000001,0.55,0.42
2018-03-04,-0.1505263157894736,21,10.6,89,2.1,606,8.8,0.0,2.0,0.0,1.0,No Holiday,Yes,6,0,184.8,0.32,10.83595,0.53,0.43
2018-03-04,-0.1494736842105263,22,9.6,92,2.5,721,8.3,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,182.60000000000002,0.31,9.8156,0.49,0.42
2018-03-04,-0.1484210526315789,23,8.7,91,2.9,957,7.3,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,167.9,0.29,8.9871,0.47,0.41
2018-03-05,-0.1347368421052631,0,7.6,88,2.5,1974,5.7,0.0,9.0,0.0,1.0,No Holiday,Yes,0,0,0.0,0.0,8.055399999999999,0.44,0.34
2018-03-05,-0.1336842105263158,1,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,5.1,0.01,7.495,0.42,0.34
2018-03-05,-0.1484210526315789,2,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,9.2,0.02,6.7961,0.4,0.34
2018-03-05,-0.1557894736842105,3,5.7,92,2.0,458,4.4,0.0,1.5,0.0,1.0,No Holiday,Yes,0,0,13.200000000000001,0.02,6.0872,0.38,0.34
2018-03-05,-0.1536842105263157,4,5.1,90,2.6,1005,3.5,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,14.0,0.02,5.616999999999999,0.36,0.34
2018-03-05,-0.1347368421052631,5,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,15.0,0.03,5.2929,0.35,0.34
2018-03-05,-0.1368421052631579,6,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,1.0,No Holiday,Yes,0,0,13.200000000000001,0.02,4.936450000000001,0.34,0.34
2018-03-05,-0.0684210526315789,7,3.8,87,2.2,2000,1.8,0.0,0.0,0.0,1.0,No Holiday,Yes,0,1,12.6,0.02,4.565049999999999,0.33,0.34
2018-03-05,0.0357894736842105,8,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,1.0,No Holiday,Yes,0,1,13.6,0.02,4.3194,0.32,0.34
2018-03-05,0.0642105263157894,9,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,1.0,No Holiday,Yes,0,1,12.6,0.02,4.591,0.33,0.34
2018-03-05,0.0863157894736842,10,4.4,80,1.8,2000,1.2,0.56,0.0,0.0,1.0,No Holiday,Yes,0,0,12.0,0.02,5.511,0.36,0.34
2018-03-05,0.1810526315789473,11,6.1,66,1.9,2000,0.2,1.42,0.0,0.0,1.0,No Holiday,Yes,0,0,2.2,0.0,7.6708,0.43,0.34
2018-03-05,0.3031578947368421,12,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,1.0,No Holiday,Yes,0,0,-1.2000000000000002,-0.0,9.1939,0.48,0.34
2018-03-05,0.331578947368421,13,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,1.0,No Holiday,Yes,0,0,-15.6,-0.03,9.9709,0.5,0.33
2018-03-05,0.4210526315789473,14,10.0,44,1.9,2000,-1.7,2.46,0.0,0.0,1.0,No Holiday,Yes,0,0,-23.8,-0.04,11.386,0.54,0.32
2018-03-05,0.5126315789473684,15,10.3,43,2.5,2000,-1.7,2.45,0.0,0.0,1.0,No Holiday,Yes,0,0,-25.5,-0.04,11.616700000000002,0.55,0.32
2018-03-05,0.5978947368421053,16,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,1.0,No Holiday,Yes,0,0,-38.4,-0.07,12.17425,0.57,0.31
2018-03-05,0.7526315789473684,17,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,1.0,No Holiday,Yes,0,1,-34.0,-0.06,11.41075,0.55,0.32
2018-03-05,1.0578947368421052,18,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,1.0,No Holiday,Yes,0,1,-45.0,-0.08,9.9656,0.5,0.31
2018-03-05,0.6652631578947369,19,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,1.0,No Holiday,Yes,0,1,-57.0,-0.1,8.04895,0.44,0.31
2018-03-05,0.4505263157894736,20,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,-68.0,-0.12,6.7123,0.4,0.31
2018-03-05,0.4031578947368421,21,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,-86.1,-0.15,5.6707,0.36,0.31
2018-03-05,0.3326315789473684,22,2.3,63,1.0,2000,-4.0,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,-88.0,-0.15,4.7827,0.33,0.32
2018-03-05,0.1305263157894736,23,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,-115.0,-0.2,4.672000000000001,0.33,0.31
2018-03-06,0.0778947368421052,0,1.3,69,0.8,2000,-3.7,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-0.0,-0.0,3.5506,0.3,0.34
2018-03-06,0.04,1,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-4.6,-0.01,3.28655,0.29,0.34
2018-03-06,-0.0294736842105263,2,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-8.6,-0.01,2.5649,0.26,0.34
2018-03-06,-0.071578947368421,3,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-13.5,-0.02,2.3968000000000007,0.26,0.33
2018-03-06,-0.0747368421052631,4,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-17.2,-0.03,1.5625,0.23,0.33
2018-03-06,-0.0736842105263157,5,-0.9,78,0.6,1687,-4.2,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-21.0,-0.04,0.9633999999999999,0.21,0.34
2018-03-06,0.0673684210526315,6,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-27.0,-0.05,0.96075,0.21,0.33
2018-03-06,0.4557894736842105,7,-1.0,78,0.6,1484,-4.3,0.0,0.0,0.0,1.0,No Holiday,Yes,1,1,-30.099999999999998,-0.05,0.8755,0.21,0.34
2018-03-06,0.891578947368421,8,-0.7,76,1.0,1461,-4.4,0.2,0.0,0.0,1.0,No Holiday,Yes,1,1,-35.2,-0.06,1.3064000000000002,0.22,0.33
2018-03-06,0.4273684210526315,9,1.2,62,0.8,1338,-5.2,0.85,0.0,0.0,1.0,No Holiday,Yes,1,1,-46.800000000000004,-0.08,3.9797000000000002,0.31,0.33
2018-03-06,0.2421052631578947,10,3.7,51,1.3,1596,-5.5,1.56,0.0,0.0,1.0,No Holiday,Yes,1,0,-55.0,-0.09,6.610600000000001,0.39,0.32
2018-03-06,0.3421052631578947,11,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,1.0,No Holiday,Yes,1,0,-66.0,-0.11,8.9609,0.47,0.31
2018-03-06,0.3726315789473684,12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,1.0,No Holiday,Yes,1,0,-76.80000000000001,-0.13,10.678,0.52,0.3
2018-03-06,0.3978947368421052,13,9.3,27,2.2,1816,-8.7,2.65,0.0,0.0,1.0,No Holiday,Yes,1,0,-113.1,-0.19,11.3878,0.54,0.28
2018-03-06,0.4389473684210526,14,9.2,27,2.9,1880,-8.8,2.32,0.0,0.0,1.0,No Holiday,Yes,1,0,-123.20000000000002,-0.21,11.32795,0.54,0.27
2018-03-06,0.4905263157894737,15,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,1.0,No Holiday,Yes,1,0,-144.0,-0.25,11.9392,0.56,0.25
2018-03-06,0.5578947368421052,16,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,1.0,No Holiday,Yes,1,0,-129.6,-0.22,12.1873,0.57,0.26
2018-03-06,0.771578947368421,17,10.2,27,2.8,1826,-8.0,1.22,0.0,0.0,1.0,No Holiday,Yes,1,1,-136.0,-0.23,11.926449999999999,0.56,0.26
2018-03-06,1.153684210526316,18,8.7,28,3.2,2000,-8.8,0.49,0.0,0.0,1.0,No Holiday,Yes,1,1,-158.4,-0.27,10.9968,0.53,0.25
2018-03-06,0.7189473684210527,19,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,1.0,No Holiday,Yes,1,1,-176.70000000000002,-0.3,9.949,0.5,0.25
2018-03-06,0.5431578947368421,20,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-196.0,-0.34,9.2878,0.48,0.25
2018-03-06,0.5,21,5.5,33,3.2,1995,-9.5,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-199.5,-0.34,8.8165,0.46,0.25
2018-03-06,0.3831578947368421,22,4.5,40,1.3,1871,-7.9,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-173.8,-0.3,7.800000000000001,0.43,0.27
2018-03-06,0.2221052631578947,23,3.5,44,0.9,1905,-7.6,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,-174.79999999999998,-0.3,6.888000000000001,0.4,0.28
2018-03-07,0.1463157894736842,0,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-0.0,-0.0,6.33925,0.38,0.34
2018-03-07,0.0463157894736842,1,2.8,46,2.0,1709,-7.6,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-7.6,-0.01,6.274900000000001,0.38,0.33
2018-03-07,-0.0168421052631578,2,2.6,50,1.3,1962,-6.8,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-13.6,-0.02,5.8725000000000005,0.37,0.33
2018-03-07,-0.0610526315789473,3,2.7,55,1.5,1989,-5.4,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-16.200000000000003,-0.03,5.6205,0.36,0.33
2018-03-07,-0.1063157894736842,4,2.6,61,1.7,1998,-4.1,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-16.4,-0.03,5.152550000000001,0.35,0.33
2018-03-07,-0.0557894736842105,5,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-19.0,-0.03,4.942,0.34,0.33
2018-03-07,0.0863157894736842,6,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,-21.0,-0.04,4.72925,0.33,0.33
2018-03-07,0.471578947368421,7,2.2,65,1.9,2000,-3.7,0.0,0.0,0.0,1.0,No Holiday,Yes,2,1,-25.900000000000002,-0.04,4.56775,0.33,0.33
